,Usage_kWh,Lagging_Current_Reactive.Power_kVarh,Leading_Current_Reactive_Power_kVarh,CO2(tCO2),Lagging_Current_Power_Factor,Leading_Current_Power_Factor,Load_Type
493,4.18,5.54,0.0,0.0,60.23,100.0,0
494,4.18,5.72,0.0,0.0,59.0,100.0,0
495,4.28,5.76,0.0,0.0,59.64,100.0,0
496,4.21,5.8,0.0,0.0,58.74,100.0,0
497,4.18,5.58,0.0,0.0,59.95,100.0,0
498,4.21,5.83,0.0,0.0,58.54,100.0,0
499,4.18,5.83,0.0,0.0,58.27,100.0,0
500,4.25,5.51,0.0,0.0,61.08,100.0,0
501,4.18,5.29,0.0,0.0,62.0,100.0,0
502,4.14,5.26,0.0,0.0,61.85,100.0,0
503,4.14,5.4,0.0,0.0,60.84,100.0,0
504,4.14,5.47,0.0,0.0,60.35,100.0,0
505,4.21,5.29,0.0,0.0,62.27,100.0,0
506,4.21,5.4,0.0,0.0,61.49,100.0,0
507,4.14,5.51,0.0,0.0,60.07,100.0,0
508,4.07,5.22,0.0,0.0,61.49,100.0,0
509,4.1,5.29,0.0,0.0,61.26,100.0,0
510,4.1,5.26,0.0,0.0,61.48,100.0,0
511,4.18,5.29,0.0,0.0,62.0,100.0,0
512,4.07,5.11,0.0,0.0,62.3,100.0,0
513,4.07,5.11,0.0,0.0,62.3,100.0,0
514,4.07,5.08,0.14,0.0,62.53,99.94,0
515,4.36,0.0,20.7,0.0,100.0,20.61,0
516,4.54,0.0,26.5,0.0,100.0,16.89,0
517,4.43,0.0,26.39,0.0,100.0,16.56,0
518,4.0,0.0,20.99,0.0,100.0,18.72,0
519,4.25,0.0,23.33,0.0,100.0,17.92,0
520,4.28,0.0,23.33,0.0,100.0,18.04,0
521,3.82,0.0,19.73,0.0,100.0,19.01,0
522,4.32,0.0,26.89,0.0,100.0,15.86,0
523,3.46,0.0,17.93,0.0,100.0,18.95,0
524,4.0,0.0,9.9,0.0,100.0,37.46,0
525,3.49,0.0,7.06,0.0,100.0,44.31,0
526,3.71,0.0,7.63,0.0,100.0,43.73,0
527,3.89,0.0,7.42,0.0,100.0,46.43,0
528,3.53,0.0,14.08,0.0,100.0,24.32,0
529,4.25,0.0,24.91,0.0,100.0,16.82,0
530,3.56,0.0,17.39,0.0,100.0,20.06,0
531,4.03,0.0,22.54,0.0,100.0,17.6,0
532,3.64,0.0,19.69,0.0,100.0,18.18,0
533,3.53,0.0,18.14,0.0,100.0,19.1,0
534,4.03,0.0,25.16,0.0,100.0,15.82,0
535,3.38,0.0,17.75,0.0,100.0,18.71,0
536,3.74,0.0,20.92,0.0,100.0,17.6,0
537,3.82,0.0,21.67,0.0,100.0,17.36,0
538,3.46,0.0,17.5,0.0,100.0,19.4,0
539,4.0,0.0,23.0,0.0,100.0,17.13,0
540,3.64,0.0,18.9,0.0,100.0,18.91,0
541,3.42,0.0,17.42,0.0,100.0,19.26,0
542,4.18,0.0,24.3,0.0,100.0,16.95,0
543,3.53,0.0,18.43,0.0,100.0,18.81,0
544,3.38,0.0,17.6,0.0,100.0,18.86,0
545,4.03,0.0,24.73,0.0,100.0,16.08,0
546,3.42,0.0,18.18,0.0,100.0,18.49,0
547,3.42,0.0,17.71,0.0,100.0,18.96,0
548,4.1,0.0,24.91,0.0,100.0,16.24,0
549,3.38,0.0,18.0,0.0,100.0,18.46,0
550,3.38,0.0,17.82,0.0,100.0,18.64,0
551,4.03,0.0,24.62,0.0,100.0,16.15,0
552,3.46,0.0,7.96,0.0,100.0,39.86,0
553,3.24,0.0,6.23,0.0,100.0,46.14,0
554,3.85,0.0,20.88,0.0,100.0,18.13,0
555,3.53,0.0,18.94,0.0,100.0,18.32,0
556,3.42,0.0,17.86,0.0,100.0,18.81,0
557,4.03,0.0,24.19,0.0,100.0,16.43,0
558,3.49,0.0,18.65,0.0,100.0,18.39,0
559,3.42,0.0,17.82,0.0,100.0,18.85,0
560,4.07,0.0,24.16,0.0,100.0,16.61,0
561,3.56,0.0,18.79,0.0,100.0,18.62,0
562,3.53,0.0,17.68,0.0,100.0,19.58,0
563,4.1,0.0,24.16,0.0,100.0,16.73,0
564,3.6,0.0,18.97,0.0,100.0,18.64,0
565,3.49,0.0,17.6,0.0,100.0,19.45,0
566,4.1,0.0,24.41,0.0,100.0,16.56,0
567,3.56,0.0,18.18,0.0,100.0,19.22,0
568,3.31,1.15,10.01,0.0,94.46,31.4,0
569,3.82,4.25,0.0,0.0,66.85,100.0,0
570,3.24,3.35,0.0,0.0,69.52,100.0,0
571,3.24,3.2,0.0,0.0,71.15,100.0,0
572,3.82,3.46,0.0,0.0,74.12,100.0,0
573,3.1,2.56,0.0,0.0,77.11,100.0,0
574,3.31,2.92,0.0,0.0,74.99,100.0,0
575,3.6,3.28,0.0,0.0,73.92,100.0,0
576,3.13,2.74,0.0,0.0,75.24,100.0,0
577,3.49,3.17,0.0,0.0,74.02,100.0,0
578,3.64,3.6,0.0,0.0,71.1,100.0,0
579,3.2,3.02,0.0,0.0,72.73,100.0,0
580,3.56,3.6,0.0,0.0,70.31,100.0,0
581,3.49,3.6,0.0,0.0,69.61,100.0,0
582,3.31,3.2,0.0,0.0,71.9,100.0,0
583,3.74,4.28,0.0,0.0,65.8,100.0,0
584,3.38,3.38,0.0,0.0,70.71,100.0,0
585,3.17,3.02,0.0,0.0,72.4,100.0,0
586,3.89,4.32,0.0,0.0,66.92,100.0,0
587,3.35,3.17,0.0,0.0,72.64,100.0,0
588,3.28,3.28,0.0,0.0,70.71,100.0,0
589,3.82,4.14,0.0,0.0,67.81,100.0,0
590,3.24,3.2,0.0,0.0,71.15,100.0,0
591,3.42,3.6,0.0,0.0,68.87,100.0,0
592,3.71,3.92,0.0,0.0,68.74,100.0,0
593,3.24,3.31,0.0,0.0,69.95,100.0,0
594,3.67,4.18,0.0,0.0,65.98,100.0,0
595,3.38,3.6,0.0,0.0,68.45,100.0,0
596,3.24,3.28,0.0,0.0,70.28,100.0,0
597,3.96,4.36,0.0,0.0,67.23,100.0,0
598,3.24,3.31,0.0,0.0,69.95,100.0,0
599,3.31,3.64,0.0,0.0,67.28,100.0,0
600,3.82,4.39,0.0,0.0,65.64,100.0,0
601,3.24,3.28,0.0,0.0,70.28,100.0,0
602,3.53,3.71,0.0,0.0,68.93,100.0,0
603,3.64,4.1,0.0,0.0,66.39,100.0,0
604,3.2,3.64,0.0,0.0,66.03,100.0,0
605,3.67,4.54,0.0,0.0,62.87,100.0,0
606,3.46,4.21,0.0,0.0,63.49,100.0,0
607,3.28,3.82,0.0,0.0,65.14,100.0,0
608,3.82,4.86,0.0,0.0,61.8,100.0,0
609,3.35,4.03,0.0,0.0,63.92,100.0,0
610,3.28,3.85,0.18,0.0,64.85,99.85,0
611,4.14,0.0,19.3,0.0,100.0,20.97,0
612,3.56,0.0,17.21,0.0,100.0,20.26,0
613,3.71,0.0,18.04,0.0,100.0,20.14,0
614,4.1,0.0,22.93,0.0,100.0,17.6,0
615,3.56,0.0,17.21,0.0,100.0,20.26,0
616,3.82,0.0,19.91,0.0,100.0,18.84,0
617,3.96,0.0,21.35,0.0,100.0,18.24,0
618,3.56,0.0,17.28,0.0,100.0,20.18,0
619,3.92,0.0,21.35,0.0,100.0,18.06,0
620,3.64,0.0,7.24,0.0,100.0,44.92,0
621,3.42,0.0,5.08,0.0,100.0,55.85,0
622,3.82,0.0,6.59,0.0,100.0,50.15,0
623,3.64,0.0,5.69,0.0,100.0,53.89,0
624,3.53,0.0,13.21,0.0,100.0,25.82,0
625,4.1,0.0,22.46,0.0,100.0,17.96,0
626,3.74,0.0,17.96,0.0,100.0,20.39,0
627,3.64,0.0,16.81,0.0,100.0,21.16,0
628,4.18,0.0,23.4,0.0,100.0,17.58,0
629,3.64,0.0,16.85,0.0,100.0,21.12,0
630,3.56,0.0,16.85,0.0,100.0,20.67,0
631,4.21,0.0,23.58,0.0,100.0,17.58,0
632,3.6,0.0,16.74,0.0,100.0,21.02,0
633,3.56,0.0,16.74,0.0,100.0,20.8,0
634,4.21,0.0,22.61,0.0,100.0,18.31,0
635,3.6,0.0,16.63,0.0,100.0,21.16,0
636,3.6,0.0,16.6,0.0,100.0,21.19,0
637,4.18,0.0,22.79,0.0,100.0,18.04,0
638,3.6,0.0,16.74,0.0,100.0,21.02,0
639,3.64,0.0,16.7,0.0,100.0,21.3,0
640,4.21,0.0,23.8,0.0,100.0,17.42,0
641,3.49,0.0,16.99,0.0,100.0,20.12,0
642,3.53,0.0,16.99,0.0,100.0,20.34,0
643,4.14,0.0,23.72,0.0,100.0,17.19,0
644,3.56,0.0,16.85,0.0,100.0,20.67,0
645,3.64,0.0,16.88,0.0,100.0,21.08,0
646,4.14,0.0,24.01,0.0,100.0,16.99,0
647,3.49,0.0,17.35,0.0,100.0,19.72,0
648,3.35,0.0,6.41,0.0,100.0,46.32,0
649,3.96,0.0,7.78,0.0,100.0,45.36,0
650,3.56,0.0,14.69,0.0,100.0,23.55,0
651,3.56,0.0,17.75,0.0,100.0,19.66,0
652,4.07,0.0,23.4,0.0,100.0,17.14,0
653,3.56,0.0,17.17,0.0,100.0,20.3,0
654,3.67,0.0,18.72,0.0,100.0,19.24,0
655,4.07,0.0,22.86,0.0,100.0,17.53,0
656,3.6,0.0,17.14,0.0,100.0,20.56,0
657,3.74,0.0,18.68,0.0,100.0,19.63,0
658,4.0,0.0,21.49,0.0,100.0,18.3,0
659,3.6,0.0,16.92,0.0,100.0,20.81,0
660,3.85,0.0,19.69,0.0,100.0,19.19,0
661,4.0,0.0,21.28,0.0,100.0,18.47,0
662,3.67,0.0,16.88,0.0,100.0,21.25,0
663,3.92,0.0,20.02,0.0,100.0,19.22,0
664,3.82,1.48,13.36,0.0,93.25,27.49,0
665,3.31,4.36,0.0,0.0,60.47,100.0,0
666,3.6,5.08,0.0,0.0,57.82,100.0,0
667,3.64,4.82,0.0,0.0,60.26,100.0,0
668,3.24,3.64,0.0,0.0,66.49,100.0,0
669,3.64,4.54,0.0,0.0,62.55,100.0,0
670,3.42,4.1,0.0,0.0,64.06,100.0,0
671,3.28,3.85,0.0,0.0,64.85,100.0,0
672,3.78,5.15,0.0,0.0,59.17,100.0,0
673,3.38,4.32,0.0,0.0,61.62,100.0,0
674,3.31,4.25,0.0,0.0,61.45,100.0,0
675,3.89,5.76,0.0,0.0,55.97,100.0,0
676,3.35,4.32,0.0,0.0,61.28,100.0,0
677,3.31,4.25,0.0,0.0,61.45,100.0,0
678,4.0,5.83,0.0,0.0,56.57,100.0,0
679,3.31,4.32,0.0,0.0,60.82,100.0,0
680,3.42,4.68,0.0,0.0,59.0,100.0,0
681,3.89,6.05,0.0,0.0,54.08,100.0,0
682,3.38,4.68,0.0,0.0,58.55,100.0,0
683,3.56,5.11,0.0,0.0,57.16,100.0,0
684,3.78,5.76,0.0,0.0,54.87,100.0,0
685,3.38,4.64,0.0,0.0,58.88,100.0,0
686,3.64,5.36,0.0,0.0,56.18,100.0,0
687,3.6,5.29,0.0,0.0,56.26,100.0,0
688,3.46,4.54,0.0,0.0,60.61,100.0,0
689,3.74,5.69,0.0,0.0,54.93,100.0,0
690,3.53,4.93,0.0,0.0,58.22,100.0,0
691,3.38,4.54,0.0,0.0,59.72,100.0,0
692,3.85,5.94,0.0,0.0,54.39,100.0,0
693,3.49,4.61,0.0,0.0,60.36,100.0,0
694,3.35,4.57,0.0,0.0,59.12,100.0,0
695,3.92,6.23,0.0,0.0,53.26,100.0,0
696,3.35,4.43,0.0,0.0,60.32,100.0,0
697,3.35,4.32,0.0,0.0,61.28,100.0,0
698,3.92,5.87,0.0,0.0,55.54,100.0,0
699,3.38,4.32,0.0,0.0,61.62,100.0,0
700,3.35,4.46,0.0,0.0,60.06,100.0,0
701,5.83,6.34,0.0,0.0,67.69,100.0,0
702,6.41,5.94,0.0,0.0,73.35,100.0,0
703,6.73,5.11,0.0,0.0,79.64,100.0,0
704,49.93,32.36,0.0,0.02,83.92,100.0,0
705,130.54,77.8,0.0,0.06,85.9,100.0,0
706,81.36,56.23,0.0,0.04,82.26,100.0,0
707,114.95,42.34,0.0,0.05,93.84,100.0,0
708,108.04,30.56,0.0,0.05,96.22,100.0,2
709,95.26,27.58,0.0,0.04,96.06,100.0,2
710,136.15,51.37,0.0,0.06,93.56,100.0,2
711,108.97,47.23,0.0,0.05,91.75,100.0,2
712,135.04,55.8,0.0,0.06,92.42,100.0,1
713,107.14,45.07,0.0,0.05,92.18,100.0,1
714,139.39,58.9,0.0,0.06,92.11,100.0,1
715,95.08,37.44,0.0,0.04,93.05,100.0,1
716,138.38,74.63,0.0,0.06,88.02,100.0,1
717,125.46,70.7,0.0,0.06,87.12,100.0,1
718,116.24,65.95,0.0,0.05,86.98,100.0,1
719,120.02,65.63,0.0,0.06,87.74,100.0,1
720,9.65,0.72,20.63,0.0,99.72,42.37,2
721,8.71,0.0,26.32,0.0,100.0,31.42,2
722,8.86,0.0,25.7,0.0,100.0,32.59,2
723,8.75,0.0,25.7,0.0,100.0,32.23,2
724,59.54,25.56,5.69,0.03,91.89,99.55,2
725,76.14,37.66,0.0,0.03,89.63,100.0,2
726,111.85,55.62,0.0,0.05,89.54,100.0,2
727,121.07,53.42,0.0,0.06,91.49,100.0,2
728,95.04,44.28,0.0,0.04,90.64,100.0,2
729,108.14,45.68,0.0,0.05,92.12,100.0,2
730,93.17,33.12,0.0,0.04,94.22,100.0,2
731,83.84,27.94,0.0,0.04,94.87,100.0,2
732,111.89,43.13,0.0,0.05,93.31,100.0,2
733,111.02,44.14,0.0,0.05,92.92,100.0,2
734,126.43,56.84,0.0,0.06,91.21,100.0,2
735,112.68,49.79,0.0,0.05,91.47,100.0,2
736,82.22,35.82,0.0,0.04,91.68,100.0,2
737,96.88,35.14,0.0,0.04,94.01,100.0,2
738,136.98,53.93,0.0,0.06,93.05,100.0,2
739,100.58,36.29,0.0,0.05,94.06,100.0,2
740,131.54,49.21,0.0,0.06,93.66,100.0,1
741,101.66,29.59,0.0,0.05,96.02,100.0,1
742,37.73,1.01,9.0,0.02,99.96,97.27,1
743,33.48,0.0,9.47,0.02,100.0,96.22,1
744,74.02,33.95,0.58,0.03,90.9,100.0,1
745,129.35,72.29,0.0,0.06,87.29,100.0,1
746,126.97,57.35,0.0,0.06,91.13,100.0,1
747,117.14,46.3,0.0,0.05,93.0,100.0,1
748,70.74,24.23,0.0,0.03,94.6,100.0,1
749,143.78,64.3,0.0,0.07,91.29,100.0,1
750,107.89,46.94,0.0,0.05,91.7,100.0,1
751,145.3,61.74,0.0,0.07,92.04,100.0,1
752,103.43,40.9,0.0,0.05,92.99,100.0,2
753,134.78,46.22,0.0,0.06,94.59,100.0,2
754,109.33,40.28,0.0,0.05,93.83,100.0,2
755,96.73,23.29,0.97,0.04,97.22,99.99,2
756,13.57,0.14,20.3,0.01,99.99,55.57,2
757,5.36,0.0,26.03,0.0,100.0,20.17,2
758,5.18,0.0,25.99,0.0,100.0,19.55,2
759,5.22,0.0,25.96,0.0,100.0,19.71,2
760,5.0,1.98,14.65,0.0,92.98,32.3,1
761,4.75,5.15,0.0,0.0,67.8,100.0,1
762,4.72,5.0,0.0,0.0,68.65,100.0,1
763,4.75,5.0,0.0,0.0,68.87,100.0,1
764,4.72,4.28,0.0,0.0,74.08,100.0,0
765,4.64,4.07,0.0,0.0,75.18,100.0,0
766,4.64,4.1,0.0,0.0,74.94,100.0,0
767,4.68,4.28,0.0,0.0,73.79,100.0,0
768,4.68,4.18,0.0,0.0,74.58,100.0,0
769,4.75,4.36,0.0,0.0,73.67,100.0,0
770,4.68,4.46,0.0,0.0,72.39,100.0,0
771,4.68,4.39,0.0,0.0,72.93,100.0,0
772,4.68,4.32,0.0,0.0,73.48,100.0,0
773,4.72,4.21,0.0,0.0,74.63,100.0,0
774,4.75,4.39,0.0,0.0,73.44,100.0,0
775,4.75,4.21,0.0,0.0,74.84,100.0,0
776,4.64,4.25,0.0,0.0,73.74,100.0,0
777,4.68,4.25,0.0,0.0,74.03,100.0,0
778,4.72,4.28,0.0,0.0,74.08,100.0,0
779,4.75,4.39,0.0,0.0,73.44,100.0,0
780,4.72,4.57,0.0,0.0,71.84,100.0,0
781,4.72,4.32,0.0,0.0,73.77,100.0,0
782,4.68,4.5,0.0,0.0,72.08,100.0,0
783,4.72,4.46,0.0,0.0,72.68,100.0,0
784,4.68,4.14,0.0,0.0,74.9,100.0,0
785,4.72,4.07,0.0,0.0,75.73,100.0,0
786,4.68,4.18,0.0,0.0,74.58,100.0,0
787,4.64,3.92,0.0,0.0,76.39,100.0,0
788,4.64,4.0,0.0,0.0,75.74,100.0,0
789,4.68,3.89,0.0,0.0,76.9,100.0,0
790,4.75,3.89,0.0,0.0,77.37,100.0,0
791,4.68,4.03,0.0,0.0,75.78,100.0,0
792,4.68,3.82,0.0,0.0,77.47,100.0,0
793,4.68,3.78,0.0,0.0,77.79,100.0,0
794,4.0,2.88,0.0,0.0,81.15,100.0,0
795,4.57,3.89,0.0,0.0,76.15,100.0,0
796,4.1,3.28,0.0,0.0,78.09,100.0,0
797,5.18,3.42,0.0,0.0,83.45,100.0,0
798,7.13,4.07,0.0,0.0,86.85,100.0,0
799,37.8,28.76,0.0,0.02,79.58,100.0,0
800,99.43,59.69,0.0,0.05,85.74,100.0,0
801,83.74,56.99,0.0,0.04,82.67,100.0,0
802,102.71,66.67,0.0,0.05,83.88,100.0,0
803,128.38,51.88,0.0,0.06,92.72,100.0,0
804,123.19,57.46,0.0,0.06,90.63,100.0,2
805,132.91,50.94,0.0,0.06,93.38,100.0,2
806,105.66,33.44,0.0,0.05,95.34,100.0,2
807,132.01,48.02,0.0,0.06,93.98,100.0,2
808,106.42,33.55,0.0,0.05,95.37,100.0,1
809,120.02,48.74,0.0,0.06,92.65,100.0,1
810,128.81,45.83,0.0,0.06,94.21,100.0,1
811,116.68,43.74,0.0,0.05,93.64,100.0,1
812,136.19,70.96,0.0,0.06,88.68,100.0,1
813,106.49,55.62,0.0,0.05,88.64,100.0,1
814,125.71,66.31,0.0,0.06,88.45,100.0,1
815,107.64,50.11,0.0,0.05,90.66,100.0,1
816,14.58,4.14,19.37,0.01,96.2,60.14,2
817,8.39,0.0,26.32,0.0,100.0,30.37,2
818,8.6,0.0,25.78,0.0,100.0,31.64,2
819,14.62,0.0,20.56,0.01,100.0,57.95,2
820,84.92,20.56,2.59,0.04,97.19,99.95,2
821,136.69,50.94,0.0,0.06,93.7,100.0,2
822,103.64,33.88,0.0,0.05,95.05,100.0,2
823,126.83,42.95,0.0,0.06,94.72,100.0,2
824,105.91,36.04,0.0,0.05,94.67,100.0,2
825,127.73,45.54,0.0,0.06,94.19,100.0,2
826,106.99,34.78,0.0,0.05,95.1,100.0,2
827,124.92,40.39,0.0,0.06,95.15,100.0,2
828,66.74,23.29,0.0,0.03,94.42,100.0,2
829,71.14,23.62,0.0,0.03,94.91,100.0,2
830,112.03,37.55,0.0,0.05,94.82,100.0,2
831,123.3,49.03,0.0,0.06,92.92,100.0,2
832,110.05,34.24,0.0,0.05,95.49,100.0,2
833,127.48,46.48,0.0,0.06,93.95,100.0,2
834,105.84,34.52,0.0,0.05,95.07,100.0,2
835,117.61,38.7,0.0,0.05,94.99,100.0,2
836,117.07,43.27,0.0,0.05,93.8,100.0,1
837,117.58,41.0,0.0,0.05,94.42,100.0,1
838,35.86,1.15,8.53,0.02,99.95,97.29,1
839,33.52,0.0,9.94,0.02,100.0,95.87,1
840,77.8,35.17,0.79,0.04,91.12,99.99,1
841,111.53,57.92,0.0,0.05,88.75,100.0,1
842,121.36,49.25,0.0,0.06,92.66,100.0,1
843,114.8,40.25,0.0,0.05,94.37,100.0,1
844,103.68,33.34,0.0,0.05,95.2,100.0,1
845,123.34,48.2,0.0,0.06,93.14,100.0,1
846,108.54,40.82,0.0,0.05,93.6,100.0,1
847,113.0,36.83,0.0,0.05,95.08,100.0,1
848,105.84,37.15,0.0,0.05,94.36,100.0,2
849,118.87,39.49,0.0,0.05,94.9,100.0,2
850,99.72,25.88,0.0,0.05,96.79,100.0,2
851,83.12,14.18,1.73,0.04,98.58,99.98,2
852,11.41,0.0,22.93,0.01,100.0,44.55,2
853,5.26,0.0,26.78,0.0,100.0,19.27,2
854,5.0,0.0,26.71,0.0,100.0,18.4,2
855,4.97,0.0,26.75,0.0,100.0,18.27,2
856,4.93,1.8,15.3,0.0,93.93,30.67,1
857,4.64,5.15,0.0,0.0,66.94,100.0,1
858,4.64,4.97,0.0,0.0,68.24,100.0,1
859,4.57,4.97,0.0,0.0,67.69,100.0,1
860,4.64,4.32,0.0,0.0,73.19,100.0,0
861,4.61,4.14,0.0,0.0,74.4,100.0,0
862,4.57,4.25,0.0,0.0,73.23,100.0,0
863,4.57,4.28,0.0,0.0,72.99,100.0,0
864,4.5,4.36,0.0,0.0,71.82,100.0,0
865,4.57,4.61,0.0,0.0,70.4,100.0,0
866,4.61,4.61,0.0,0.0,70.71,100.0,0
867,4.54,4.32,0.0,0.0,72.44,100.0,0
868,4.61,4.39,0.0,0.0,72.42,100.0,0
869,4.57,4.57,0.0,0.0,70.71,100.0,0
870,4.61,4.57,0.0,0.0,71.02,100.0,0
871,4.64,4.75,0.0,0.0,69.88,100.0,0
872,4.61,4.72,0.0,0.0,69.87,100.0,0
873,4.54,4.43,0.0,0.0,71.57,100.0,0
874,4.57,4.5,0.0,0.0,71.25,100.0,0
875,4.57,4.46,0.0,0.0,71.57,100.0,0
876,4.61,4.39,0.0,0.0,72.42,100.0,0
877,4.57,4.57,0.0,0.0,70.71,100.0,0
878,4.54,4.5,0.0,0.0,71.02,100.0,0
879,4.57,4.43,0.0,0.0,71.8,100.0,0
880,4.57,4.54,0.0,0.0,70.94,100.0,0
881,4.57,4.39,0.0,0.0,72.12,100.0,0
882,4.54,4.36,0.0,0.0,72.13,100.0,0
883,4.57,4.61,0.0,0.0,70.4,100.0,0
884,4.57,4.46,0.0,0.0,71.57,100.0,0
885,4.57,4.46,0.0,0.0,71.57,100.0,0
886,4.57,4.39,0.0,0.0,72.12,100.0,0
887,4.54,4.36,0.0,0.0,72.13,100.0,0
888,4.61,5.0,0.0,0.0,67.79,100.0,0
889,4.57,4.79,0.0,0.0,69.03,100.0,0
890,4.43,4.75,0.0,0.0,68.2,100.0,0
891,4.14,3.82,0.0,0.0,73.49,100.0,0
892,4.86,4.82,0.0,0.0,71.0,100.0,0
893,6.59,4.93,0.0,0.0,80.07,100.0,0
894,7.09,5.0,0.0,0.0,81.72,100.0,0
895,7.09,4.64,0.04,0.0,83.67,100.0,0
896,94.61,58.9,0.0,0.04,84.89,100.0,0
897,107.64,63.65,0.0,0.05,86.08,100.0,0
898,101.63,63.22,0.0,0.05,84.91,100.0,0
899,124.31,50.26,0.0,0.06,92.71,100.0,0
900,109.91,35.42,0.0,0.05,95.18,100.0,2
901,126.04,45.61,0.0,0.06,94.03,100.0,2
902,98.39,32.58,0.0,0.05,94.93,100.0,2
903,121.43,43.49,0.0,0.06,94.14,100.0,2
904,117.14,38.77,0.0,0.05,94.94,100.0,1
905,105.8,32.65,0.0,0.05,95.55,100.0,1
906,124.88,42.23,0.0,0.06,94.73,100.0,1
907,110.34,36.11,0.0,0.05,95.04,100.0,1
908,143.21,70.56,0.0,0.07,89.7,100.0,1
909,101.59,51.98,0.0,0.05,89.02,100.0,1
910,136.87,71.89,0.0,0.06,88.53,100.0,1
911,122.76,61.49,0.0,0.06,89.41,100.0,1
912,14.54,4.82,20.16,0.01,94.92,58.5,2
913,8.53,0.0,26.46,0.0,100.0,30.68,2
914,8.71,0.0,25.78,0.0,100.0,32.01,2
915,9.07,0.0,25.13,0.0,100.0,33.95,2
916,84.82,31.25,3.02,0.04,93.83,99.94,2
917,139.75,57.85,0.0,0.06,92.4,100.0,2
918,98.32,31.36,0.0,0.05,95.27,100.0,2
919,120.49,40.39,0.0,0.06,94.81,100.0,2
920,115.7,40.5,0.0,0.05,94.38,100.0,2
921,121.1,42.52,0.0,0.06,94.35,100.0,2
922,112.25,34.09,0.0,0.05,95.68,100.0,2
923,96.52,32.4,0.0,0.04,94.8,100.0,2
924,110.77,40.79,0.0,0.05,93.84,100.0,2
925,107.03,40.32,0.0,0.05,93.58,100.0,2
926,100.48,29.41,0.0,0.05,95.97,100.0,2
927,123.19,44.14,0.0,0.06,94.14,100.0,2
928,105.12,31.86,0.0,0.05,95.7,100.0,2
929,112.46,34.74,0.0,0.05,95.55,100.0,2
930,122.58,46.69,0.0,0.06,93.45,100.0,2
931,126.18,43.27,0.0,0.06,94.59,100.0,2
932,95.58,32.83,0.0,0.04,94.58,100.0,1
933,121.72,42.12,0.0,0.06,94.5,100.0,1
934,129.38,53.57,0.0,0.06,92.39,100.0,1
935,101.09,32.15,0.0,0.05,95.3,100.0,1
936,35.24,10.98,0.14,0.02,95.47,100.0,1
937,13.1,0.47,4.46,0.01,99.94,94.66,1
938,8.21,0.0,21.02,0.0,100.0,36.38,1
939,5.18,0.0,26.89,0.0,100.0,18.92,1
940,5.29,0.0,26.82,0.0,100.0,19.35,1
941,5.18,0.0,26.96,0.0,100.0,18.87,1
942,5.04,0.0,27.04,0.0,100.0,18.32,1
943,5.04,0.0,27.0,0.0,100.0,18.35,1
944,5.04,0.0,26.93,0.0,100.0,18.4,2
945,5.04,0.0,26.75,0.0,100.0,18.52,2
946,5.15,0.0,26.75,0.0,100.0,18.91,2
947,5.15,0.0,26.75,0.0,100.0,18.91,2
948,5.08,0.0,26.53,0.0,100.0,18.81,2
949,5.08,0.0,26.32,0.0,100.0,18.95,2
950,5.04,0.0,26.35,0.0,100.0,18.79,2
951,5.11,0.0,26.39,0.0,100.0,19.01,2
952,4.9,1.98,15.08,0.0,92.72,30.9,1
953,4.68,5.76,0.0,0.0,63.06,100.0,1
954,4.64,5.4,0.0,0.0,65.17,100.0,1
955,4.61,5.08,0.0,0.0,67.2,100.0,1
956,4.64,4.21,0.0,0.0,74.06,100.0,0
957,4.57,4.1,0.0,0.0,74.43,100.0,0
958,4.57,4.54,0.0,0.0,70.94,100.0,0
959,4.57,4.68,0.0,0.0,69.86,100.0,0
960,4.57,4.46,0.0,0.0,71.57,100.0,0
961,4.68,4.75,0.0,0.0,70.18,100.0,0
962,4.61,4.9,0.0,0.0,68.52,100.0,0
963,4.61,4.68,0.0,0.0,70.18,100.0,0
964,4.61,4.9,0.0,0.0,68.52,100.0,0
965,4.61,5.08,0.0,0.0,67.2,100.0,0
966,4.68,4.79,0.0,0.0,69.88,100.0,0
967,4.61,4.9,0.0,0.0,68.52,100.0,0
968,4.61,4.72,0.0,0.0,69.87,100.0,0
969,4.57,4.36,0.0,0.0,72.35,100.0,0
970,4.57,4.39,0.0,0.0,72.12,100.0,0
971,4.61,4.21,0.0,0.0,73.84,100.0,0
972,4.61,4.68,0.0,0.0,70.18,100.0,0
973,4.57,4.36,0.0,0.0,72.35,100.0,0
974,4.57,4.28,0.0,0.0,72.99,100.0,0
975,4.57,4.21,0.0,0.0,73.55,100.0,0
976,4.61,4.21,0.0,0.0,73.84,100.0,0
977,4.57,4.64,0.0,0.0,70.17,100.0,0
978,4.61,4.5,0.0,0.0,71.56,100.0,0
979,4.57,4.46,0.0,0.0,71.57,100.0,0
980,4.57,4.5,0.0,0.0,71.25,100.0,0
981,4.64,4.46,0.0,0.0,72.1,100.0,0
982,4.57,4.54,0.0,0.0,70.94,100.0,0
983,4.57,4.36,0.0,0.0,72.35,100.0,0
984,4.57,4.46,0.0,0.0,71.57,100.0,0
985,4.57,4.36,0.0,0.0,72.35,100.0,0
986,4.36,3.92,0.0,0.0,74.36,100.0,0
987,4.28,3.89,0.0,0.0,74.0,100.0,0
988,4.54,4.1,0.0,0.0,74.22,100.0,0
